location_no;location;municipality;province;region;country
5561;Oosterwolde;Ooststellingwerf;Friesland;;Nederland
5565;Riethoven;Riethoven;Noord-Brabant;;Nederland
5566;Rietveld;Rietveld;Zuid-Holland;;Nederland
5570;Rozenburg;Rozenburg;Zuid-Holland;;Nederland
5573;Sint Johannesga;Schoterland;Friesland;;Nederland
5574;Sint Nicolaasga;Doniawerstal;Friesland;;Nederland
5576;Sleeuwijk;De Werken en Sleeuwijk;Noord-Brabant;;Nederland
5579;Velp;Rheden;Gelderland;;Nederland
5581;Veur;Veur;Zuid-Holland;;Nederland
5583;Wetering;Steenwijkerwold;Overijssel;;Nederland
5585;Willemstad;Willemstad;Noord-Brabant;;Nederland
5586;Winkel;Winkel;Noord-Holland;;Nederland
5593;Zwijndrecht;Zwijndrecht;Zuid-Holland;;Nederland
5597;Bree;Maasbree;Limburg;;Nederland
5603;Hoorn;Hoorn;Noord-Holland;;Nederland
5629;Halle;;;;België
5669;Sechtem;;;;Duitsland
5673;Eerbeek;Brummen;Gelderland;;Nederland
5677;Eickel;;;Westfalen;Duitsland
5702;Elsfleth;;;;Duitsland
5709;Engelbert;Noorddijk;Groningen;;Nederland
5710;Enghien;;;;België
5716;Epen;Wittem;Limburg;;Nederland
5727;Etersheim;Zeevang;Noord-Holland;;Nederland
5744;Lamswaarde;Hontenisse;Zeeland;;Nederland
5832;Beauvais;;;;Frankrijk
5851;Friedrichroda;;;Thüringen;Duitsland
5864;Hoelbeek;;;;België
5867;Lembeek;;;;België
5878;Westerbeek;Sint Anthonis;Noord-Brabant;;Nederland
5880;Ibbenbüren;;;Tecklenburg;Duitsland
5882;Görlitz;;;;Duitsland
5883;Göteborg;;;;Zweden
5898;Gellicum;Deil;Gelderland;;Nederland
5930;Godlinze;Bierum;Groningen;;Nederland
5947;Arlon;;;;België
5953;Beernem;;;;België
5969;Duinkerken;Oldebroek;Gelderland;;Nederland
5970;Gavere;;;;België
5981;Lichtervelde;;;;België
5982;Lillo;;;;België
5986;Marke;;;;België
5989;Melle;;;;België
5991;Moresnet;;;Blieberg;België
5993;Nieuwkerke;;;;België
5994;Nieuwpoort;;;;België
5995;Ninove;;;;België
5996;Oedelem;;;;België
5998;Oostkamp;;;;België
5999;Oostrozebeke;;;;België
6000;Oostwinkel;;;;België
6001;Overpelt;;;;België
6004;Rekem;;;;België
6008;Rumst;;;;België
6011;Zaffelare;;;;België
6012;Zandvliet;;Antwerpen;;België
6013;Schellebelle;;;;België
6014;Schoten;;;;België
6016;Sinaai;;;;België
6017;Sint-Gillis-Waas;;;;België
6018;Sint-Gillis;;;Brussel;België
6019;Sint-Joost-ten-Node;;;;België
6020;Sint-Pauwels;;;;België
6022;Sleidinge;;;;België
6031;Sint-Truiden;;;;België
6034;Temse;;;;België
6035;Terhagen;;;;België
6036;Tessenderlo;;;;België
6044;Veerle;;;;België
6046;Verrebroek;;;;België
6048;Vrasene;;;;België
6050;Waterland-Oudeman;;;;België
6051;Watervliet;;;;België
6053;Weelde;;;;België
6056;Willebroek;;;;België
6057;Wilrijk;;;;België
6061;Zarren;;;;België
6062;Zele;;;;België
6064;Haringhuizen;Barsingerhorn;Noord-Holland;;Nederland
6071;Veldhausen;;;;Duitsland
6073;Warfhuizen;Leens;Groningen;;Nederland
6082;Gravenhoek 's-;Wissenkerke;Zeeland;;Nederland
6101;Mauthausen;;;;Oostenrijk
6105;Bad Oeynhausen;;;;Duitsland
6107;Rothhausen;;;;Duitsland
6124;Griesheim;;;;Duitsland
6131;Groeningen;Vierlingsbeek;Noord-Brabant;;Nederland
6156;Oudeschans;Bellingwolde;Groningen;;Nederland
6173;Oost-Graftdijk;Graft;Noord-Holland;;Nederland
6176;Waterdijk;;;;België
6179;Zuidveen;Steenwijk;Overijssel;;Nederland
6212;Hartenfels;;;;Duitsland
6217;Haste;;;;Duitsland
6218;Hastings;;;;Groot-Brittannië
6237;Heesselt;Varik;Gelderland;;Nederland
6246;Heinsberg;;;;Duitsland
6254;Schardam;Zeevang;Noord-Holland;;Nederland
6261;Kiel-Windeweer;Hoogezand;Groningen;;Nederland
6267;Hoeven en Sint Maartenspolder;Hoeven;Noord-Brabant;;Nederland
6269;Stadspolder;Beerta;Groningen;;Nederland
6282;Hersbach;;;;Pruissen
6284;Herten;;;;Duitsland
6298;Heulen;;;;België
6306;Hijken;Beilen;Drenthe;;Nederland
6307;Hildesheim;;;;Duitsland
6314;Hirschhorn;;;;Duitsland
6327;Hoisten;;;;Duitsland
6328;Höldern;;;;Pruissen
6335;Homberg;;;;Pruissen
6340;Hoogeveen;Hoogeveen;Drenthe;;Nederland
6342;Horsten;;;;Duitsland
6346;Hopsten;;;;Duitsland
6350;Hordel;;;;Duitsland
6372;Heitersheim;;;;Duitsland
6373;Hüthum;;;;Duitsland
6381;Ieper;;;;België
6399;Jena;;;Thüringen;Duitsland
6404;Zouteveen;Vlaardinger-Ambacht;Zuid-Holland;;Nederland
6407;Jumet;;;;België
6410;Kolderveen;Nijeveen;Drenthe;;Nederland
6417;Kaiserwerth;;;;Pruissen
6433;Willemstad;Willemstad;Noord-Brabant;;Nederland
6443;Kerkhoven;;;;België
6453;Kettwig;;;;Duitsland
6460;Kijfhoek;Zwijndrecht;Zuid-Holland;;Nederland
6485;Letmathe;;;;Duitsland
6494;Koepang;;;Timor;N.O. Indië
6499;Kommerzijl;Oldehove;Groningen;;Nederland
6506;Koningsbergen;;;;Duitsland
6507;Koningsbergen;;;;Pruissen
6557;Lathum;Angerlo;Gelderland;;Nederland
6563;Ledde;;;;Duitsland
6565;Leffinge;;;;België
6568;Lehe;;;;Duitsland
6586;Lette;;;;Duitsland
6587;Leut;;;;België
6594;Tegal;;;;N.O. Indië
6610;Lint;;;;België
6615;Lisieux;;;;Frankrijk
6618;Lübeck;;;;Duitsland
6637;Löningen;;;;Duitsland
6691;Malaga;;;;Spanje
6717;Meeuwen;;;;België
6724;Meir;;;;België
6727;Melin;;;;Frankrijk
6731;Melsele;;;;België
6732;Melsen;;;;België
6736;Menes;;;;N.O. Indië
6740;Menslage;;;Hannover;Duitsland
6751;Merseburg;;;;Duitsland
6757;Metz;;;;Frankrijk
6763;Minden;;;;Duitsland
6783;Mons;;;;België
6790;Mortroux;;;;België
6815;Munsterbilzen;;;;België
6818;Musson;;;;België
6831;Peer;;;;België
6834;Ravels;;;;België
6848;Tienen;;;;België
6851;Veurne;;;;België
6855;Wommelgem;;;;België
6861;Nancy;;;;Frankrijk
6862;Nantes;;;;Frankrijk
6863;Napoli;;;;Italië
6864;Wierum;Westdongeradeel;Friesland;;Nederland
6879;Tjiandjoer;;;;N.O. Indië
6881;Neder-Hardinxveld;Hardinxveld-Giessendam;Zuid-Holland;;Nederland
6917;Newcastle;;;England;Groot-Brittannië
6936;Nieuwkerk;Goirle;Noord-Brabant;;Nederland
6949;Norden;;;;Duitsland
6965;Obergum;Winsum;Groningen;;Nederland
6972;Oberstdorf;;;;Duitsland
6974;Oberweiler;;;;Duitsland
6999;Oppeln;;;;Duitsland
7074;Posen;;;;Duitsland
7078;Tandjoeng Priok;;;;N.O. Indië
7097;Ramsel;;;;Duitsland
7098;Ramskapelle;;;;België
7112;Reichenbach;;;;Duitsland
7131;Rhenoy;Beesd;Gelderland;;Nederland
7137;Ruddervoorde;;;;België
7144;Riga;;;;Rusland
7160;Roeselare;;;;België
7161;Ronsele;;;;België
7162;Roon;;;;België
7237;Schoonderloo;Delfshaven;Zuid-Holland;;Nederland
7260;Stettin;;;;Pruissen
7274;Singkep;;;;N.O. Indië
7275;Sankt Hubert;;;;Duitsland
7296;Solingen;;;;Pruissen
7304;Speldorf;;;;Duitsland
7314;Saint-Denis;;;;Frankrijk
7327;Schenkenschans;;;;Duitsland
7344;Steinfeld;;;;Duitsland
7357;Stoppenberg;;;;Duitsland
7367;Strijensas;Strijen;Zuid-Holland;;Nederland
7403;Teeffelen;Oijen en Teeffelen;Noord-Brabant;;Nederland
7406;Telok Betong;;;;N.O. Indië
7425;Thesinge;Ten Boer;Groningen;;Nederland
7426;Tielen;;;;België
7456;Trier;;;;Duitsland
7469;Uedem;;;;Pruissen
7471;Uedem;;;;Duitsland
7480;Ursel;;;;België
7496;Varel;;;Oldenburg;Duitsland
7509;Verden;;;;Duitsland
7513;Versen;;;Meppen;Duitsland
7544;Warburg;;;;Duitsland
7556;Waldenbuch;;;;Duitsland
7564;Wanne-Eickel;;;;Duitsland
7569;Wardenburg;;;;Duitsland
7573;Wassenberg;;;;Duitsland
7586;Weeze;;;;Duitsland
7590;Wehr;;;;Duitsland
7592;Weimar;;;;Duitsland
7600;Winnekendonk;;;;Duitsland
7609;Wesseling;;;;Duitsland
7629;Westfeld;;;;Pruissen
7662;Wilmarsdonk;;;Antwerpen;België
7666;Wimmenum;Bergen;Noord-Holland;;Nederland
7667;Windesheim;Zwollerkerspel;Overijssel;;Nederland
7682;Witten;;;;Duitsland
7685;Wittgert;;;;Duitsland
7686;Würselen;;;;Duitsland
7697;Wondelgem;;;;België
7713;Xanten;;;;Duitsland
7731;Zuidwolde;Zuidwolde;Drenthe;;Nederland
7752;Ahrensburg;;;;Duitsland
7754;Aldekerk;;;;Duitsland
7756;Aldenhoven;;;;Duitsland
7772;Bergen-Belsen;;;;Duitsland
7773;Bernau bei Berlin;;;;Duitsland
7789;Borkum;;;;Duitsland
7806;Charlottenburg;;;;Duitsland
7817;Ditzum;;;;Duitsland
7828;Geestemunde;;;;Duitsland
7837;Hessen;;;;Duitsland
7870;Odenkirchen;;;;Duitsland
7876;Osterburg;;;;Duitsland
7883;Pogum;;;;Duitsland
7885;Potsdam;;;;Pruissen
7890;Rayen;;;;Duitsland
7898;Rheinberg;;;;Duitsland
7911;Südlohn;;;;Duitsland
7913;Soltau;;;;Duitsland
7931;Wermelskirchen;;;;Duitsland
7933;Zeitz;;;;Duitsland
7956;Austruweel;;;;België
7958;Wilsele;;;;België
7988;Vohwinkel;;;Wuppertal;Duitsland
7992;Scharendijke;Elkerzee;Zeeland;;Nederland
8024;Babyloniënbroek;Aalburg;Noord-Brabant;;Nederland
8032;Garderen;Barneveld;Gelderland;;Nederland
8045;Binnenwijzend;Westwoud;Noord-Holland;;Nederland
8054;Borgercompagnie;Veendam;Groningen;;Nederland
8067;Bronkhorst;Steenderen;Gelderland;;Nederland
8076;Kruishoutem;;;;België
8125;Woensel en Eckart;Woensel en Eckart;Noord-Brabant;;Nederland
8133;Dorth;Gorssel;Gelderland;;Nederland
8135;Enspijk;Deil;Gelderland;;Nederland
8139;Hall;Brummen;Gelderland;;Nederland
8141;Herveld;Valburg;Gelderland;;Nederland
8157;Wezel;Wijchen;Gelderland;;Nederland
8172;Abbeville;;;;Frankrijk
8208;Anholt;;;;Pruissen
8212;Ankum;;;;Pruissen
8335;Unknown;;;Bonaire;N.W. Indië
8359;Gijbeland;Brandwijk;Zuid-Holland;;Nederland
8360;Breberen;;;;Duitsland
8364;Breyell;;;;Pruissen
8367;Brest;;;;Frankrijk
8369;Brijdorpe;Duivendijke;Zeeland;;Nederland
8402;Capelle en Botland;Capelle en Botland;Zeeland;;Nederland
8408;Cherbourg;;;;Frankrijk
8416;Cologne;;;;Italië
8423;Dachau;;;;Duitsland
8428;Damme;;;;Duitsland
8482;Unknown;;;Essequebo en Demerary;N.W. Indië
8492;Dennenoord;Zuidlaren;Drenthe;;Nederland
8500;Diest;;;;België
8520;Domburg-Binnen;Domburg;Zeeland;;Nederland
8521;Domburg-Buiten;Domburg;Zeeland;;Nederland
8531;Dremmen;;;;Duitsland
8543;Dunkerque;;;;Frankrijk
8551;Echt;Echt;Limburg;;Nederland
8619;Essen;Barneveld;Gelderland;;Nederland
8673;Givet;;;;Frankrijk
8677;Markelo;Goor;Overijssel;;Nederland
8697;Grosthuizen;Avenhorn;Noord-Holland;;Nederland
8705;Haart;Aalten;Gelderland;;Nederland
8743;Hees;;;;België
8748;Heicop;Zederik;Zuid-Holland;;Nederland
8749;Heinsberg;;;;Pruissen
8783;Hoevenen;;;;België
8786;Hoge Zwaluwe;Hooge en Lage Zwaluwe;Noord-Brabant;;Nederland
8807;Hoog- en Laag-Zwaagdijk;Wervershoof;Noord-Holland;;Nederland
8818;Hoonte;Neede;Gelderland;;Nederland
8824;Hopsten;;;;Pruissen
8842;Het Veen;Muntendam;Groningen;;Nederland
8850;Unknown;;;;Jamaica
8872;Kessel;;;;Duitsland
8888;Unknown;;;;Pruissen
8948;Lapscheure;;;;België
8956;L'Ecluse;;;;Frankrijk
8971;Leuth;;;;Duitsland
8977;Liefkenshoek;Baarle-Nassau;Noord-Brabant;;Nederland
8990;Loenen;Valburg;Gelderland;;Nederland
8993;Loevestein;Poederoijen;Gelderland;;Nederland
9008;Louvain;;;;België
9019;Madrid;;;;Spanje
9022;Mauthausen;;;;Oostenrijk
9044;Mauthausen;;;;Duitsland
9047;Meerhout;;;;België
9058;Mariekerke;Meliskerke;Zeeland;;Nederland
9060;Merzen;;;Hannover;Duitsland
9062;Middelburg Ambacht;Middelburg Ambacht (ZH);Zuid-Holland;;Nederland
9111;Niel;;;;België
9119;Nieuw-Strijen;Poortvliet;Zeeland;;Nederland
9127;Nieuwpoort;Nieuwpoort;Zuid-Holland;;Nederland
9152;Noorden;Nieuwkoop;Zuid-Holland;;Nederland
9154;Noordhoek;Zuidhorn;Groningen;;Nederland
9191;Poelgeest;Oegstgeest;Zuid-Holland;;Nederland
9193;Ommeren;Lienden;Gelderland;;Nederland
9216;Ooij en Persingen;Ooij en Persingen;Gelderland;;Nederland
9223;Oost-Eeclo;;;;België
9232;Oosterend;Hennaarderadeel;Friesland;;Nederland
9235;Oosterwijk;Harderwijk;Gelderland;;Nederland
9241;Oostkerke;;;;België
9281;Hogenban;Overschie;Zuid-Holland;;Nederland
9324;Rendsburg;;;;Duitsland
9325;Rengerskerke;Rengerskerke en Zuidland;Zeeland;;Nederland
9353;Riouw;;;;N.O. Indië
9396;Schapen;;;Hannover;Duitsland
9404;Schellach;Veere;Zeeland;;Nederland
9441;Schwesing;;;;Duitsland
9452;Sinoutskerke;'s-Heer Abtskerke;Zeeland;;Nederland
9453;Sinoutskerke en Baarsdorp;Sinoutskerke en Baarsdorp;Zeeland;;Nederland
9456;Unknown;;;Sint Eustatius;N.W. Indië
9457;Sint-Jan-in-Eremo;;;;België
9459;Sint Joosland;Middelburg;Zeeland;;Nederland
9461;Unknown;;;Sint Maarten;Franse Antillen
9463;Saint-Thomas;;;;Frankrijk
9467;Aalbeek;Wijnandsrade;Limburg;;Nederland
9514;Strasbourg;;;;Frankrijk
9537;Teveren;;;;Duitsland
9610;Zalk;Zalk en Veecaten;Overijssel;;Nederland
9622;Westenschouwen;Westerschouwen;Zeeland;;Nederland
9671;Waerschoot;;;;België
9672;Waasmunster;;;;België
9712;Weseke;;;;Duitsland
9805;Woerden;Woerden (UT);Utrecht;;Nederland
9856;Zulthe;Roden;Drenthe;;Nederland
9860;Zwake;Zwake;Zeeland;;Nederland
9881;Alphen;Alphen en Riel;Noord-Brabant;;Nederland
9884;Buren;Buren;Gelderland;;Nederland
9886;Epe;Epe;Gelderland;;Nederland
9889;Laren;Laren (NH);Noord-Holland;;Nederland
9890;Middelburg;Middelburg (Ze);Zeeland;;Nederland
9891;Oosterhout;Oosterhout;Noord-Brabant;;Nederland
9892;Unknown;Unknown;Unknown;;Unknown
9895;Horst;Horst;Limburg;;Nederland
9902;Beers;Beers;Noord-Brabant;;Nederland
9914;'s-Grevelduin-Capelle;Capelle;Noord-Brabant;;Nederland
9922;Unknown;Unknown;Unknown;;Unknown
9927;Millingen;Millingen;Gelderland;;Nederland
9952;Stein;Stein (LI);Limburg;;Nederland
9959;Bergen;Bergen (NH);Noord-Holland;;Nederland
9960;Willemsoord;Steenwijkerwold;Overijssel;;Nederland
9988;Kalk;;;;Duitsland
9992;Zundert en Wernhout;Zundert;Noord-Brabant;;Nederland
9994;Unknown;;;Bohemen;Tsjechië
9995;Zevenhuizen;Zevenhuizen;Zuid-Holland;;Nederland
9998;Essen;;;;België
10004;Unknown;Unknown;Unknown;;Unknown
10006;Unknown;Unknown;Unknown;;Unknown
10010;Not yet standardized;Not yet standardized;Not yet standardized;;Not yet standardized
